row_id,stratum,maintenance_id,v1_signature,source_field,segment_text,pred1_concept,pred1_score,pred1_primary_stage,pred1_all_stages,pred1_matched_term,pred2_concept,pred2_score,pred3_concept,pred3_score,LABEL_segment_type,LABEL_pred1_verdict,LABEL_evidence_quality,LABEL_valid_concepts,LABEL_invalid_concepts,LABEL_missing_concepts,LABEL_notes
199,ambiguous,164870,ENGINE_MECH,maintenance_notes,"rims scratches",Scratch,81,phrase,phrase+token+fuzzy,scratches,"Damaged rim",79,,,fault,correct_specific,strong,"Scratch; Damaged rim",none,,"AI BASELINE — machine-generated, not ground truth"
200,action_like,153862,LIGHTS,maintenance_notes,"windows polishing right  side scratches",Scratch,76,token,phrase+token+fuzzy,scratches,"Foggy / dim lights",55,"Accident damage",53,action,correct_specific,medium,Scratch,"Foggy / dim lights; Accident damage",,"AI BASELINE — machine-generated, not ground truth"
201,system_ELECTRICAL,168300,ELECTRICAL,maintenance_notes,"needs new abs","ABS warning light",79,token,phrase+token,ABS,"Wheel alignment",68,,,action,correct_broad,medium,"ABS warning light","Wheel alignment","ABS unit replacement","AI BASELINE — machine-generated, not ground truth"
202,control_80_plus,162802,TYRE,maintenance_notes,"Wheel alignment dn..""","Wheel alignment",87,phrase,phrase+token+fuzzy,"wheel alignment","Wheel balancing",56,"Steering vibration",56,action,correct_specific,strong,"Wheel alignment","Wheel balancing; Steering vibration",,"AI BASELINE — machine-generated, not ground truth"
203,system_ENGINE_MECH,161500,ENGINE_MECH,maintenance_notes,"Noise from engine pulleys","Engine noise",83,token,token,"Engine noise","Coolant leak",68,"Steering noise",58,fault,correct_specific,strong,"Engine noise","Coolant leak; Steering noise","pulley noise","AI BASELINE — machine-generated, not ground truth"
204,action_like,152103,BODY,maintenance_notes,"abdullah get new rear bumper they working on painting and assembling it","Bumper damage",77,token,phrase+token+fuzzy,"rear bumper","Paint damage",76,"Wiper / washer fault",56,action,correct_broad,medium,"Bumper damage; Paint damage","Wiper / washer fault","bumper painting","AI BASELINE — machine-generated, not ground truth"
205,system_ELECTRICAL,169914,ELECTRICAL,maintenance_notes,"front lip scratch right side",Scratch,76,token,phrase+token+fuzzy,scratch,"Wiper / washer fault",55,"Damaged rim",55,fault,correct_specific,strong,Scratch,"Wiper / washer fault; Damaged rim",,"AI BASELINE — machine-generated, not ground truth"
206,ambiguous,160193,OIL_SERVICE,maintenance_notes,"needs to change oil and filter","Oil Change",83,token,token,"Oil Change","Oil Filter",83,"Oil leak",64,action,correct_specific,strong,"Oil Change; Oil Filter","Oil leak",,"AI BASELINE — machine-generated, not ground truth"
207,band_60_79,169499,STEERING,maintenance_notes,"retaining bracket or a loose mounting bolt","Paint damage",68,fuzzy,fuzzy,repainting,"Loose steering",56,"Handbrake fault",55,fault,incorrect,,none,"Paint damage; Loose steering; Handbrake fault","loose mounting bolt","AI BASELINE — machine-generated, not ground truth"
208,bare_system_noun,157567,SUSPENSION,maintenance_notes,airbag,"Airbag warning",96,alias,alias+token+fuzzy,airbag,,,,,unclear,incorrect,,none,"Airbag warning","airbag unspecified","AI BASELINE — machine-generated, not ground truth"
209,system_ENGINE_MECH,166841,ENGINE_MECH,maintenance_notes,"and fix ring scratch",Scratch,78,token,phrase+token+fuzzy,scratch,"Damaged rim",56,"Exhaust fault",56,fault,correct_specific,strong,Scratch,"Damaged rim; Exhaust fault",,"AI BASELINE — machine-generated, not ground truth"
210,system_SUSPENSION,161668,SUSPENSION,service_sup,"Brake Pad Wear","Worn pads / discs",81,token,token,"brake wear","Pulling to one side",57,"Uneven tyre wear",56,fault,correct_specific,strong,"Worn pads / discs","Pulling to one side; Uneven tyre wear",,"AI BASELINE — machine-generated, not ground truth"
